OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,10196
256,1024,14,14,1,1,1,1,0,0,0,0,sta,9036
256,1024,14,14,1,1,1,1,0,0,0,0,dyn,10188
256,256,14,14,3,3,1,1,1,1,1,1,sta,19841
256,256,14,14,3,3,1,1,1,1,1,1,dyn,22602
1024,256,14,14,1,1,1,1,0,0,0,0,sta,9003
1024,256,14,14,1,1,1,1,0,0,0,0,dyn,10187
2048,1024,14,14,1,1,2,2,0,0,0,0,sta,24261
2048,1024,14,14,1,1,2,2,0,0,0,0,dyn,33605
512,1024,14,14,1,1,2,2,0,0,0,0,sta,6913
512,1024,14,14,1,1,2,2,0,0,0,0,dyn,8569
512,512,7,7,3,3,1,1,1,1,1,1,sta,26346
512,512,7,7,3,3,1,1,1,1,1,1,dyn,37844
2048,512,7,7,1,1,1,1,0,0,0,0,sta,11890
2048,512,7,7,1,1,1,1,0,0,0,0,dyn,16935
512,2048,7,7,1,1,1,1,0,0,0,0,sta,11890
512,2048,7,7,1,1,1,1,0,0,0,0,dyn,16929
512,512,7,7,3,3,1,1,1,1,1,1,sta,26346
512,512,7,7,3,3,1,1,1,1,1,1,dyn,37757
2048,512,7,7,1,1,1,1,0,0,0,0,sta,11890
2048,512,7,7,1,1,1,1,0,0,0,0,dyn,16935
512,2048,7,7,1,1,1,1,0,0,0,0,sta,11890
512,2048,7,7,1,1,1,1,0,0,0,0,dyn,16973
512,512,7,7,3,3,1,1,1,1,1,1,sta,26346
512,512,7,7,3,3,1,1,1,1,1,1,dyn,37768
2048,512,7,7,1,1,1,1,0,0,0,0,sta,11890
2048,512,7,7,1,1,1,1,0,0,0,0,dyn,16939
